SEND_ID,NOTES
01967d11-074e-4183-f000-00009a6617cd,"Understandable: Our message came off a bit confusing here. The customer was looking for copper, and we said we didn’t have it, but then suggested a shade that actually is considered copper or copper-adjacent by the brand (On the Money). Since that shade fits what the customer is looking for, we should’ve just presented it instead of saying “I’m afraid not.” Plus, all the shade names use adjectives anyway, so calling it ""fiery copper"" would’ve made sense.

Partial Reply: The customer also explicitly asked about the full range of color-depositing masks, not just copper. We only responded to the second part and missed the chance to highlight the full selection. A better approach would’ve been to first answer their question about all available shades (or link to them), and then recommend the copper one."
0194d70b-69bf-46e7-f000-00005da94ed0,"Typo: Not sure what an ""unage"" is. I'm assuming you meant ""image,"" but this changes the meaning of the conversation."
018fb83b-8982-4545-f000-00008aa80f3c,We could've responded in a polished tone without the necessary formatting of a formal email
0191d25e-c926-4d11-f000-00001601b2b7,
018f35b2-d62e-4923-f000-00000d38007c,
01915715-5d8f-4844-f000-000092fc397e,
01907c64-7a34-4ad9-f000-0000451c01cc,
01931d72-d0f6-40a5-f000-0000a1bad5c7,Empathy and Promo Code - we didn't show any empathy when they shared that they're recovering from an injury. We also should've directed them to our Last Sale collection for discounted items
0192e4d3-27a6-4804-f000-0000486a168f,"ET: We should not expect customers to remember the exact names of items they're asking us to help them find. They've provided enough information for us to identify what they're referring to. In this case, they are looking for the Christmas 2024 shirt and toddler set. On the website, there's only one collection with that name, and it contains very limited items. Therefore, we shouldn’t ask customers for more details when we can figure it out on our own. We should just send the closest items to their description and ask them if those are the ones they were referring to.

Link - Relevant Item: We sent the correct toddler set, but the customer specifically asked for a """"shirt,"""" and we mistakenly sent them a dress. The shirt is available within the collection here: https://www.reynspooner.com/products/hawaiian-christmas-2024-abby-top-spooner-kloth?variant=41485954351188

Grammar:  
1) """"I understand you're looking for two items, let me help you.""""
Correction: I understand you're looking for two items. Let me help you.
A comma splice error occurs here because two independent clauses are joined incorrectly with a comma. Use a period or a conjunction like """"and"""" to connect them properly.

2) Do you know the name of the item by any chance? This will help me look for the item easily.
The customer is looking for 2 items - Plural.

3) """"let me know if this are the items you were looking for""""
""""This"""" should be """"these"""" to match the plural subject """"items."""""
018f58d6-c44f-454a-f000-00003d5b8fb9,
018f372f-18ea-4fc7-f000-00006093b69f,
019055ee-f57b-4104-f000-000036bc9951,"Empathy - We want to make sure to demonstrate empathy when the customer mentions they are facing issues are any trouble. We can simply say ""I'm so sorry about that. What seems to be the issue, I'm happy to help."
0190959b-cb0c-45a9-f000-0000902f0ec7,"*Typo - ""another another"" / I guess we meant to say ""order another"". Please proofread our responses before sending them.

*Partial Reply - I understand that we interpreted it as the cx wanting to place a separate order and use the code again. However, the cx's request could also be wanting to edit the order and add the S9985. We could've sent a personalized ced temp here."
018ecdae-2252-46a4-f000-000028d2e80a,Provided the same code the cx was having issues with
018f5a17-139e-49e0-f000-0000536ec865,
019210f3-f869-4b45-f000-00000d072f6f,"Grammar: There should be a period instead of a comma after ""support,"" and ""That"" should be lowercase in the second sentence. It should read: ""We do have sale items that you can take advantage of right here: [link]"""
0190500b-5dc5-42b6-f000-00008b79e895,
018f82a7-2e20-409e-f000-0000788c6352,
01976511-243e-465f-f000-000014422e7b,"Typo: We repeated and sent an entire sentence without proofreading ""you can check out our sales collection here: You can take a look at our sale collection here:"""
01915be8-937f-4abc-f000-00003785f7b4,"Empathy - We should avoid saying, ""I'm really sorry to hear you feel that way,"" as it can unintentionally come across as dismissive of the customer's emotions. Instead, use language that directly acknowledges their concerns, ensuring they feel genuinely heard and understood. 

Update from Dec 2023: https://attentivemobile.slack.com/archives/C05AMGZQFA8/p1703181921348599"
01988055-7d0d-4b4c-f000-0000cf9594e9,ZTP Personal Information - We do not ever send the order confirmation link without confirming the customer's order number and email address. Please check this - https://superhumankb.space/viewer.html?id=1-xCyJdTC-vOhEbdAUCeZIQg7zTjutrMJys0ESLvhybY&type=doc&title=Personal%20Information%20Process
018f370c-7a47-46f3-f000-0000875de7d5,
018f9c61-377c-4eb6-f000-000087ff37d2,"""wht"""
018f50f2-d612-4a25-f000-00002ec48025,
019104cc-21b9-468a-f000-000062e47328,"Typo - viable > available. This completely changes the meaning of the sentence, so make sure to proofread our responses carefully."
0192d5dd-50f3-46a9-f000-00009aac14d9,"Correct Grammar: The sentence ""I'm sorry for the experience that you have, let me help you"" is grammatically incorrect. ""I'm sorry for the experience that you have"" and ""let me help you"" are incorrectly joined by a comma. This can be corrected by using a period or a semicolon. You can say: ""I'm sorry for the experience you've had. Let me help you.""

The phrase ""the experience that you have"" is incorrect and not reflective of what the cx was saying. You can say ""the experience you've had"" instead.

Also, the customer already indicated the concern: ""I can't get in touch with anyone about a preexisting order"" You can apologize for this, and assure the cx that you're here to help. Then, you ask for the details after assuring them."
018ee4b4-234d-4665-f000-000085138c66,
019170e8-93c2-4628-f000-00009375d0a9,"No Repetition & Personalized: If we backread, we sent the same template as the previous agent, word for word, without modifying it. "
018ebf19-000a-4a22-f000-0000845a821e,
0193e542-668a-4c36-f000-000067fd8974,We need to translate all our texts to the language the customer is using with us by using Google Translate. 
018ed8ed-96f9-4ad4-f000-00005b4a2e78,
0191d365-7cf6-442c-f000-000097cfca68,"""Personalisation - Notice that in the previous message we already told the customer they could reach out if they have any questions """"If there's anything else that I can do for you, please let me know.""""
Because we want to maintain a conversational flow as a unified front, it sounds repetitive to ask them if they need help again. """"Is there anything else I can help you with today while I still have you?""""

We can just wish them a good day. """
018f5a15-7bdf-4820-f000-000088901a3e,
01901797-d7e6-443d-f000-00008cb7c360,"*Typo - I guess we meant to say ""This store however is closed at the moment."". Please proofread our responses before sending them.

*Credible Source - The Sleep BedR Mattress wasn't closed at the time. We sent our response at 12:32 PM EST on June 14th, which corresponds to 11:32 AM CDT on the same day. They are open during this time every Friday. Please note that the store hours are in local time, with Edmond, OK operating on the CDT timezone."
0196faee-5248-449c-f000-0000c4f66dd0,"""Grammar - Comma Splice / Run-on Sentence:
	•	The phrase “Let me know if there’s anything else I can help with, and in the meantime, I recommend checking out this…” improperly connects two independent ideas with a single comma, making it slightly clunky and grammatically imprecise.
	2.	Unclear Reference (“this”):
	•	“…checking out this” ends abruptly. “This” is a demonstrative pronoun and should clearly point to a noun (in this case, “link” or “page”).
	•	Fix: Add the noun to clarify, e.g., “…checking out this link.” or """"checking this out"""""""
018fd618-dc1e-4e3a-f000-00005764c4d5,Preferred tone is casual. Side note: Lets refrain from upselling whenever there's still an ongoing issue that needs to be resolved. 
01905299-97f8-47a8-f000-000045f14cc3,Tone: The brand's tone preference is casual.
018fbc1f-5118-4582-f000-00008abae709,
01913d6d-9c3e-4885-f000-00007f8d9b3e,Tone: The preferred tone for this brand is casual. We could've been less formal with our response here.
0191434c-50ae-4ff9-f000-000093b3c14d,
0193285f-6b64-4dcb-f000-0000a2209636,Empathy - we didn't apologize for the negative experience
0198c7ca-a81b-4ee6-f000-0000010d1564,"Personalized: Wanted to mark this down under grammar since we said “I’m glad that they came in! I hope you like them” even though the customer only ordered a single $50 gift card which we can verify in their order history. However, this fits better under personalization because the issue is not just plural grammar, it’s that our wording wasn’t tailored to the customer’s specific context, making the response feel inaccurate."
01911426-f1f7-41d9-f000-000034f82ffc,Weird punctuation marks here. 
0192913f-ce1b-40cc-f000-000002d9b4f4,"Correct grammar - ""It can only done via our customer team. Can you share what email are you trying to use on the link I shared?"" --------> it can only BE done by our customer service team. Can you share the email YOU""RE trying to use? 

Let's be mindful of our grammar at all times and proofread our message before sending to make sure that we're not missing any words or inconsistencies in our response. "
018fe324-f161-42e6-f000-00008b487667,"We said ""I'm sorry for the trouble"" again. We can paraphrase or use a different one to avoid repetition. "
0191d8e7-13e5-47d0-f000-000097d76f7b,
0198c3a3-36b8-4844-f000-000015eff014,"Personalized and Customer Profile - If we look at the customer's profile, we'd be able to see that the customer placed an order in 2021. We could have shared this with the customer and personalized this brand's CWW template. "
019629f2-d28e-4399-f000-0000b53cef52,"Tone: Why did you just type ""pleasure"". You could have just said, ""My pleasure, I'll be here."" It would have conformed more to the ""polished"" tone. Now it sounds casual, and to be honest, a bit hard to understand. "
01937fd1-5f34-4e90-f000-0000a2af01e7,"Understandable Message: Our message was incomplete. We initially said, ""I'm looking for tables with exact measurements, but I also saw close ones like these,"" which creates some confusion by implying we're focused on exact measurements, yet then offering tables that don't match those specs. Instead, we should’ve said something like: ""I’ve found a few tables that might be close to the specifications you're looking for, though they aren’t the exact dimensions."" This would make the intention clearer.

Also, just a note, we missed a period at the end of ""think"""
019017a2-1ee1-498f-f000-00008a853031,"Great job on providing detailed and informative content in your message. However, the tone of your response was more formal than the casual tone preferred by our brand. Our brand aims for a friendly and conversational style. We also failed to empathize to the customer's complaint about breaking out.

For example, instead of saying:
""I understand where you are coming from, but it would be a good idea to first fully understand what purging means to our body. You can read more about it here: https://clearstem.attn.tv/aai1ranVUdqm Let me know what you think!""

You could say:
""So sorry to hear about the break out! It might help to check out what purging really means for our body by reading about it here: https://clearstem.attn.tv/aai1ranVUdqm. Let me know what you think!"""
0197a88f-8752-43ce-f000-0000b5ddbffb,"Repetition: We said ""In the meantime, feel free to explore"" twice back-to-back, which is repetitive 
Grammar: The final sentence structure is broken and missing a link"
0191c529-819b-4118-f000-000096999961,"Tone - We should avoid being too pushy when a customer has already mentioned that something is out of their budget, as it could come across negatively.

Discount Upsell - There was code WELCOME15 we could've shared with the cx."
01900e94-1a6b-4f18-f000-00007e59e761,"Please be careful with the sentence structures and grammar in our communication. For instance, instead of saying, “The discount code is a one-time use only,” it should be “is a one-time use code” or “is one-time use only.” Additionally, there should be no comma after “I'm afraid.” We will mark down grammar if we find two or more errors in tenses, sentence structure, or punctuation."
0198ecc6-57f4-41ae-f000-000009264d99,"Typo: ""and make sure to sign up on your account. Let me know how it goes."" It should be ""and make sure to sign in to your account."" Sign up and sign in are two completely different things, and this changes the thought of the sentence."
018fa041-9ed1-4e83-f000-00008a230f00,"Tone - We're still in the middle of the conversation, and the customer hasn't indicated that it's ending. To keep the conversation open, we should avoid adding closing statements at the end of our messages. Instead, we can say something like, ""Is there anything else I can help with?"" A closing statement would feel very abrupt in this context."
01963c11-fa63-48a2-f000-0000bd7a0e7c,Empathy - We could have added an apology here. 
019679b8-3b71-4f81-f000-0000b840a4d9,"Typo: There's two typos in this document. While it does not significantly change the intent, the message looks confusing and we could have completely avoided this by being careful."
0190efe9-26ed-4741-f000-00003b682fb1,
018ec9e9-23d7-4b28-f000-000084d293e2,"Not sure where they got this promo code (1318733575882908) but agent kept insisting they don't have a $15 promo code, yet was able to give the $15 code. Bit confusing."
019742af-ea42-4f32-f000-0000c80f2793,Personalize + Conversation + PR - Not sure why you mentioned the team here when it wasn't even brought up in the first place. You could've just asked them to check their emails for the code if it was sent there. You could also mention the SAVE10 code we sent above. 
01913939-e692-4ece-f000-0000917393c9,"Clarity: The message was confusing because of two things: ""you may or may not receive it"" was said without providing any type of context + you started talking about free shipping when it was never brought up. 

You could have answered this straight up using the information we have and the information from the website. You can say something like ""I won't be able to guarantee delivery date. However, orders will be processed within 2 business days of receipt of order. If you order now, it may be processed by August 14th, and from there, delivery will take 3-7 business days. The earliest possible time for the package to arrive is exactly on August 19, but again, I can't guarantee that."" You also added the free shipping piece, without context--cx did not ask about it. You could have phrased this better and said ""By the way, if it helps, we also offer free shipping..."""
018f9d09-3fe4-4f7a-f000-00002456e822,"""hang tight"" is not polished"
01968c9f-e3be-4fbc-f000-0000ae849c89,"Empathy - We could have added an apology here as well since it really looks like the customer is upset. 

(Additionally, we can also avoid using openers or acknowledgement sentences like thanks for letting me know when the customer tells us that they won't be ordering anymore. The tone of our response should be apologetic at the get go since here, it looks as if we're thanking them for not purchasing.)"
0190e08f-b7b8-47b9-f000-00001e7bc3be,"Correct Grammar: We misspelled the word ""werewolf"" twice here. "
01909a39-76d1-493f-f000-000090518cd5,
0194430b-afc9-4354-f000-00006a324c8e,Understandable Message and Promo Code - the customer messaged us in Latvian language so we should've responded in the same. We also have a sale section that we should've offered
0192260c-975e-4c1a-f000-0000734df542,UM - We did not respond in the same language the customer did.
0190043c-3ae5-4660-f000-00008c50762d,
0190237b-97ad-42de-f000-00008aad512c,
018ed891-a06c-4000-f000-00008522c6a2,
0190621a-c2c4-4eb9-f000-00008f3a7a1b,We can't tell the customer to feel free and choose the discount that has better value because the July 4th discount is automatically applied to their cart and they don't have an option of removing it.
01907a2b-1eda-47f5-f000-00008658554d,
01937031-6d6f-451e-f000-0000918fb78c,"We already used the phrase ""I recommend signing up on the product page so you're notified the second it comes back in!"" word for word in our previous messages. Please make sure to paraphrase so we don't sound robotic."
0190b3b3-9743-4eff-f000-0000856fd87f,"No repetition: It appears that the CX has been sending us ""info"" multiple times now and we've sent the same two msgs in response ever since. We should have switched it up a bit and encouraged the CX to expound more with what they needed info on -- a possible way to do this is attach a product from their browsing history and ask, ""Do you need info on this item? I'll be glad to answer any q's you may have about it!"""
018f9d1c-90d6-4a74-f000-000006fcfa11,"""thank yo"""
018f309c-2df1-414f-f000-00001992a3ff,
018f7a2c-1a39-4884-f000-00002ee53d0d,
0193bd1c-eb20-4dd4-f000-00006c585780,"Empathy/Promo Notes/Customer Profile - we should've shown some empathy for them missing the sale. The code we sent will also not work as it's only valid for first time users. If we checked their order history, we can see that they already made 2 orders before"
0190171b-7987-4831-f000-00006c4b500b,*Necessary Reply - We don't respond to photos unrelated to the brand.
01944744-4f1a-47eb-f000-00002fd258f4,Personalize - Earlier means a few hours or minutes ago. The previous agent sent the link 6 days ago. You should've specified the time factor here.
0190ae4c-4ef9-495f-f000-00008f18b9eb,*Repetition - We already asked if there's anything else we can help with in our previous reply.
01931e30-eae6-4dca-f000-0000a0ed3989,"We have a typo that changes the meaning of the sentence. We said ""Got it, if you're having any issues applying this code?"" It should be ""Are you having any issues applying this code?"""
0191caae-3223-4f51-f000-00007b4f54d5,
018f0d8f-9d62-46a7-f000-00008659356d,
019a931c-026a-463c-f000-00000891175d,"PR and Empathy - Since the customer was accusing us of fraud, we could have addressed it directly. While it's our goal to provide assistance to our customer, it's also iportant that we stand behind our clients. "
01959a4c-e92b-40b5-f000-0000b737bb16,"Typos
1. ""cna"" should be ""can"" 
2. ""our all of our"" should be ""out all of our"" or ""all of our"" "
018fa813-1527-4407-f000-000083b8e9f0,"""Personalised - Watch out for the automated text, if a certain opener was already used, we want to aboid starting our message with simlar ones """"Thanks for checking out our site"""" """"Thank you for reaching out"""" Use I and me instead of """"we' unless specifically stated.   Tone - """"we apologize for the inconvenience caused"""" = Formal """"If you have any further questions or need assistance"""" + Avoid ending message with closer - The conversation has just started we want the customer to engage - ask open ended questions instead. """
0196156a-e14e-4d99-f000-0000826b094c,Personalized - We should have translated our response to french here since the customer  reached out to us using that language.
0190a864-2b06-42cb-f000-0000902b6e01,"""Send a screenshot of what you're seeing."" sounds very commanding. We can position this in a way that we don't sound like this. ""Would you mind sending a screenshot of the error you're seeing?"""
018f87b7-5536-41ff-f000-000089a7c7a4,
018fd082-45c0-45df-f000-000084ba280d,"Grammar could've been improved - don't start sentence with ""Or"""
018fb090-cf66-471f-f000-000053243011,Didn't answer the question directly. Could've just referred to the last order (May 6) and provided the status for that
0190474c-b152-4b36-f000-00008dc47b2b,
019b7b40-3831-4b6f-f000-0000ec54d708,"ZT- Opt Out: The customer said a conditional opt out statement when they said ""I can block text and email if this is used for further advertising."" so we should've unsubscribed right away instead of escalating."
01900309-4646-41be-f000-0000246222a9,"When texting about products, please avoid copying and pasting directly from the website. It's better to personalize the message and vary the sentence structure to engage the customer more effectively. As an example, we could've said 'What about our Tarifa strap sandal with Velcro closure? Check it out here: https://pikolinos.attn.tv/arsvqfKGrBS4. It's the perfect model for summer and one of the key designs in the Pikolinos men's collection.' There are also multiple errors in punctuation here - The first sentence lacks a question mark at the end of the sentence, there should be a comma after 'flexible fit', and the last sentence should be 'Do you have any other preferences, like color or style?' to match the preferred tone of the customer. "
0198c834-dc60-44df-f000-000094b630cc,Intent + Understandable Message + GR - The customer was looking for a product named Bain de Terre. We could've sent them a general link to those: https://www.fragrancenet.com/search/bain%20de%20terre and we did not need to respond in French.
018ed86a-2b6e-47aa-f000-00006276d53b,
018f0320-c269-45e4-f000-0000552f8381,
019419b4-36ff-484c-f000-0000028709f9,"Personal Information ZT: We should not under any circumstances give out personal information to the customer if they have not shared it themselves. It's not our place to tell them the email due to privacy and compliance issues. They gave us the shipping address to cross-check but we can't see whether or not that matches the order because the order confirmation blurs out the shipping address. So if we can't see if it matches, all we can tell the customer is that there's a different email we see and that they'd need to reach out to CS for more info. Please review this document thoroughly: https://docs.google.com/document/d/1xlMn90npEmjAfIzE74GhofY5yAl8PUtADuj2ti7jE94/edit?tab=t.0 "
01999739-4d3f-47df-f000-0000da366544,"Typo: You typed ""Cl"" after the code, and this could be confusing."
018ff2a9-19dc-44d5-f000-00008ab21e0c,"This is ok but they said they wanted to start the return. We could have also added the ""How do I start a return"" temp."
0192eac0-4c32-4d4c-f000-00006bf162ad,"Grammar: 
1. Capitalization inconsistency: Some color names are capitalized ""Radiant Sapphire"" and others are not ""black"". It's important to be consistent, especially when referring to specific product names or colors.
2. We should've included a colon before the list of colors."
01991707-4e18-4a74-f000-0000d4dee61a,Personal Information: We should never send the order confirmation page without asking for the customer's email address first. It's important follow these guidelines to avoid any similar mistakes in the future: https://superhumankb.space/viewer.html?id=1-xCyJdTC-vOhEbdAUCeZIQg7zTjutrMJys0ESLvhybY&type=doc&title=Personal%20Information%20Process 
0192d842-56f9-46e5-f000-00008c32fb7f,"Understandable Message - The expression “If it helps” is typically used to offer additional or useful information. However, in this context, it’s misleading since it suggests assistance but then immediately denies the ability to help, which is contradictory and confusing. The phrase starts with “If it helps,” which usually signals that the your response is about to provide helpful or constructive information. However, the following statement denies any ability to assist, which directly contradicts the “helpful” tone implied at the beginning. This contradiction can leave the customer uncertain about your intent.

Empathy - Starting the response with “If it helps, I cannot help with issues like that on my end” may come off as indifferent or dismissive. The phrase “I cannot help with issues like that” has a blunt quality that doesn’t acknowledge the customer’s frustration or the reason they reached out for assistance. A more empathetic response would recognize the customer’s situation and offer a clearer sense of support or an alternative solution."
01977161-cb47-4325-f000-00003a656487,"Typo & Company Profile:
1. The customer was asking ""who"" and we didn't reintroduce our name by saying ""This is Jordan from Nekter..."" - saying ""this is from Nekter Juice Bars"" is awkward and incomplete
2. There should be no space in between ""Bars :""
3. The slash (/) in the end (wrong punctuation)"
018f5ae0-5bb0-4896-f000-0000873f3620,
0195157e-7d11-46c2-f000-0000b383c54e,"Preferred tone followed - The tone of this brand is polished. ""Got you"" is very casual."
0193a3b3-0ca9-41b7-f000-00002ff88320,Understandable Message - they texted in Spanish so we should've replied in the same language
0192cf51-e302-4850-f000-000059d118ff,"Understandable Message: The promo says ""40% off 1 full priced style + 25% off everything else."" You could have explained this better to the customer, and inform them that they can get 40% off the first full-priced item they have, and then 25% off on any other item they purchase. Please make sure your message is understandable - how you structured the sentence was hard to understand: ""Yes, the Zenergy items are currently priced at 25% off not 40%. and you get 40% off the highest full-priced item in your bag. Hope this answers your question."""
019341de-7dbd-490d-f000-000026a5af0a,"Correct Grammar: ""I'm still checking this to my team, I will notify you once there's an update"" is grammatically incorrect. You can say ""I'm still checking on this with my team, but I will notify you once there's an update."" Please make sure your Grammarly extension is always on."
01934cb9-ba54-43bd-f000-0000a0f1e2f4,"Typo: We sent three backslashes.
Empathy: We're missing empathy here. Although the previous agent already apologized for the inconvenience, the customer further expressed frustration and the threat of cancellation. The customer explicitly stated that if the issue is not resolved, they will cancel the order and buy from a competitor. We did not address this directly, which could be an opportunity to assure the customer that our team will be working hard to avoid this outcome, or at least give them the assurance that we will do our best."
0192cbad-ff5d-4a1b-f000-00009d003511,"Customer Profile/Conversation/Repetitive - we sent the exact same message as our initial text. If we backread, we can see that the code only applies to first-time orders. They already placed an order based on their order history which is why the code isn't working"
018f536f-5abe-443c-f000-000060969902,
019b9a57-8478-43f7-f000-00003f6f4d36,"Repetition & Template: We repeated the same information the previous agent already gave """"Please note that
if your order was delivered over 14 days ago, regrettably""""
Also there was no need to send the template since we are past the stage of where they would need to submit the claim, it's past the 14 days we cannot help you with damage reported outside this time frame."""" instead we should've just profusely apologized and reiterate that we can no longer help them. We need to structure our texts in a more conversation way. "
018f0b34-1b53-42e6-f000-00008633d52f,
018f7f75-29a6-45a3-f000-0000829afda4,
0190c664-f701-4537-f000-000091113c51,"No Repetition - We sent the exact same message twice. Let's please avoid doing this, thank you!"
0190f509-b3e2-42c2-f000-000091ad4142,Correct Grammar + No Typos - We lacked punctuations where they should have been and there are way too many typos here. Always make sure to review your drafts before sending them out.
0193894d-ecd5-4bd0-f000-000024123c0c,"Typo - Be sure to proof read your message for typos - the error here changes the meaning of the message """"when it's going to be available""""
We should have instead said """"I don't have information on how long it will be available for"""""""
01902def-ec4d-4156-f000-00008d3015cb,"Understandable message: Glad to know what? The cx just said ""Y"". You can just directly respond by asking them if they need any help. Alternatively, you can say ""Thanks for saving us in your contact list! How can I help?"""
01905098-b0bc-4416-f000-00007825fa19,"Issue ID - We did not answer the customer's question. 
- They wanted to know if they could use a code on top of free shipping 
- We sent them the free shipping template that educates them about the free shipping threshold. 
- We had to either confirm or deny what they were asking us. 

Conversation - It was really important to back read here:
a) they were referring to the free shipping offered in the 4th of july sale
b) the free sms bikini promo they were referring to was shared with them in a previous conversation https://dippindaisys.com/collections/free-swim-with-sign-up?utm_campaign=Concierge&utm_medium=sms&utm_source=attentive&utm_campaign=welcome-subscribers&externalId=nDJo7

Upsell - This was not the opp to upsell. The customer's question was not answered. 

Grammar: """"Perhaps you find something you like"""" should be corrected to """"Perhaps you'll find something you like""""
"""
018fb119-a6da-4f40-f000-00006de3877e,"Not sure why the response started with ""Absolutely."" Cx just resent a message we already sent them, plus a link."
019be188-6827-4426-f000-0000f4c064f5,"Partial Reply & Conversation: If we backread, we would see that we missed addressing this 'But it told me for being for signing up, they gave me 20% off if I gave my email and my phone number it did not say select items'. 

Credible Source, Website, & Typo: The code also won't work on the Wally Slipper in Argan Oil and the Wendy Slipper Hearts in Black/White because they're not part of the eligible items or link; we also misspelled this and said 'Wally' Slipper Hearts instead of Wendy."
0191f0ed-6a07-4c01-f000-00008f2daec4,"Intent identified, templates, and empathy: The CX needed help with a retroactive discount. Since we can't provide that for this brand, we should have addressed their concern and apologized or simply used the template ""Retroactive discount request""."
0193ca74-0030-4672-f000-00000108d907,No Repetition + Personalize - The same exact template was already sent by the previous agent. We should've personalized our response here by asking them if we've already reached out via the link we sent previously. Please make sure you backread the whole thread so you can avoid sending the same messages/templates to the customers.
0193042f-c2c1-4e5f-f000-000027079f8a,"Grammar - The phrase “open to” requires a noun or gerund (a verb in “-ing” form functioning as a noun) to complete its meaning. In English, prepositions (like “to”) are generally followed by nouns or gerunds rather than base-form verbs.

So the correct form should be: “Are you open to trying our hoodies?”"
018f59ad-caf6-433f-f000-0000438d9ce4,
019026de-6639-4e84-f000-00008c9c99d8,
018f5029-2081-41f5-f000-00006409b556,
019a40ea-ed65-470c-f000-00007f25f981,"Grammar: You said ""Capillus face mask? -"" without any context. You could have said something like ""Are you referring to something similar to our Capillus Face Mask?"" Also, since it's a product name, it has to be capitalized."
019c4dfb-5194-42bf-f000-0000fa60df67,"Customer Profile, ET, & Personalized: Sending the entire shipping template was not relevant because the customer chose overnight shipping. Their website states that expedited orders will be shipped the same day if placed before our cut off time of 12PM EST. Since their order was within the cut off time, we should've geared for an escalation by confirming their order details."
01940de7-07ca-43c6-f000-00008b024273,"Understandable - We do not use company jargons like ""escalate it to the team"". We say ""I've sent it over to the team"" or something similar."
018fb137-3850-4222-f000-00008a691561,"We could've added an apology here. If we back read, we'll be able to see that we repeated the exact phrase we sent in our previous message. "
0198a527-008a-448a-f000-00005fa4c17a,"Personalized: The customer was following up about a delayed order. While it was correct to use the ESC template and send them to CS (since shipping timelines can’t be confirmed without the method they chose), we pasted the template without adapting it to the thread. Using “Thanks for reaching out!/¡Gracias por contactarnos!” mid-conversation felt disconnected. Per the QA Guide, templates should always be tailored to match the customer’s situation and tone. We should be removing any info or text that does not apply. "
01932c6c-4516-4589-f000-00009e3a1124,"- We didn't send the full message - it cuts off on point 6. 
- Our grammar needs to be polished here. """"Let me resend it"""" and """"My message goes like this"""" are in the present tense, but if you're referring to something that happened earlier the past tense would be more appropriate. This would've been a better response """"I’m sorry about that. Let me resend the message I sent earlier. It was as follows:"""" we also forgot to put the ending quotation mark. "
0192445b-1258-4d44-f000-00009b4eed89,"Personalized and Understandable - the customer wasn't asking about what LED is, they're simply looking for LED TVs so there was no need for us to explain what it is. We also used technical terms that's confusing to the customer's end."
01937d63-db78-4605-f000-00005a94ccc2,PI: We should never send the order confirmation page without confirming the email address first - please be careful. This is highlighted in the Personal Information Workflow doc: https://docs.google.com/document/d/1xlMn90npEmjAfIzE74GhofY5yAl8PUtADuj2ti7jE94/edit?tab=t.0 please read through it. 
0190378e-95fb-4774-f000-000023ae3b6d,Another agent already mentioned this. 
019093aa-e291-4e20-f000-00009020c4dc,
01905595-9d1c-4bb2-f000-00008dcb3a16,"""Issue Id - The customer was asking what size bed frame they should get if they're getting a kind sized mattress. They weren't asking for recommendations
For king sized mattress they should get a king sized bed frame. A twin xl is simply a longer version of a standard twin.
Link - filtered - The link provided was for a queen-sized adjustable bed frame instead of filtering and selecting the king size, which was the intended information.
UM - The final sentence, """"Let me know how it goes,"""" seems irrelevant as it lacks context. Please ensure future messages or questions are clear and relevant to the discussion. Instead we can ask them what they think"""
01902cd0-8b96-4992-f000-00008d2869d5,"The photos the customers sent were not screenshots. Those are actual photos, please check your draft before sending them out. Also, we said back instead of bag here."
018fb639-73da-4ff6-f000-00008a96e1b5,
0198d349-1d3e-4b67-f000-000058339348,"Typo & Partial Reply: Looks like there was a major typo at the beginning of the message ""I understand your I totally understand the frustration "" also, if a customer is still waiting for a response, we need to remind them to check their spam and promo folders. "
01903718-6133-4fb6-f000-000029be4f21,
018f402c-02d9-49b4-f000-0000016003f1,
01915048-30d8-4d39-f000-0000041368b9,Should've responded in Spanish.
019098e6-c4e4-4934-f000-0000903d3948,
01917adb-72f1-4b2a-f000-0000628a73ad,"Conversation + Customer Profile + Website - This was an unnecessary question to ask. The customer mentioned twice that they had a Lancet Kit. If we checked on the Customer Profile, we can also see what they purchased. For Sneak Peek, only the lancet kit is the kit that needs a blood sample from the customer. The other kit will only collect DNA. Let's make sure we read the website so we can ask the right questions and not sound like we don't know the products that we sell. Please check this page: https://sneakpeektest.com/how-it-works/ It's the collection tube that the customer is missing. We should've geared this towards an escalation.

Grammar - The disarrangement of the words here changed the meaning of the whole sentence. Please reread your responses before sending them out."
0192689b-e03a-490a-f000-0000998abfe1,"Zero Tolerance: I understand this was an honest mistake, but saying 'I'm sorry to hear about your wife's cancer"" instead of acknowledging the asthma is a serious error. It's crucial to read carefully and respond accurately to the customer's situation, especially with sensitive topics like health. Going forward, please double-check details before replying, as this type of mistake can damage trust and the customer relationship."
018f4f6c-ccc3-43b2-f000-00001ff916fa,
0191d7ee-6351-4f16-f000-00006533d358,"Personalized: We shouldn’t have said, ‘Thanks for reaching out, Mark!’ in the middle of the conversation, since we were already talking to them. 

Understandable message: The phrase ""Is there anything else you're interested in while I check on that?"" is confusing here - what are we still checking when we've already provided a link?"
01928d61-2134-4785-f000-00004f825e09,"Repetition: We repeated ""our deals will always be shared with our SMS subscribers or on our website, so keep an eye out!"" word for word.
Notes: It says ""When a customer asks for a discount, send the 'app' template first."""
018f6991-faaf-4de0-f000-00006d95d0cc,
